Corporation,corporation_kn,corporation_id,ac,ac_kn,ac_no,Assembly,ward_id,ward_name,ward_name_kn,TOT_P,TOT_M,TOT_F,SC_P,SC_M,SC_F,ST_P,ST_M,ST_F,RO_Code,RO_Division,ARO_Code,ARO_ Sub Division,zone,zone_name,Reservation,parks,toilets,lakes,Top Concern,2nd Concern,3rd Concern
North,ಉತ್ತರ,2,Yelahanka,ಯಲಹಂಕ,150,150 - Yelahanka,2,2 - Aerocity,ಏರೋಸಿಟಿ,20655,10844,9810,1636,846,790,563,292,270,11,RO- Yelahanka,29,ARO- Yelahanka Old Town,Zone2,Yelahanka,"Backward Class ""B"" (Women)",0,5,2,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Yelahanka,ಯಲಹಂಕ,150,150 - Yelahanka,3,3 - Chowdeshwari ward,ಚೌಡೇಶ್ವರಿ ವಾರ್ಡ್,26795,14502,12281,2432,1336,1096,477,264,213,11,RO- Yelahanka,29,ARO- Yelahanka Old Town,Zone2,Yelahanka,"Backward Class ""A"" (Women)",1,2,2,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
North,ಉತ್ತರ,2,Yelahanka,ಯಲಹಂಕ,150,150 - Yelahanka,4,4 - Nyayanga Badavane,ನ್ಯಾಯಾಂಗ ಬಡಾವಣೆ,20006,10561,9446,4044,2066,1979,541,288,253,11,RO- Yelahanka,30,ARO- Yelahanka Satellite Town,Zone2,Yelahanka,Scheduled Caste,4,1,2,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Yelahanka,ಯಲಹಂಕ,150,150 - Yelahanka,5,5 - Yelahanka Satellite Town,ಯಲಹಂಕ ಸ್ಯಾಟಲೈಟ್‌ ಟೌನ್‌,29889,15351,14528,3050,1534,1516,800,402,397,11,RO- Yelahanka,30,ARO- Yelahanka Satellite Town,Zone2,Yelahanka,General,31,6,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Yelahanka,ಯಲಹಂಕ,150,150 - Yelahanka,6,6 - Doddabettahalli,ದೊಡ್ಡಬೆಟ್ಟಹಳ್ಳಿ,29553,15685,13868,3183,1648,1536,1010,517,494,11,RO- Yelahanka,28,ARO- Attur,Zone2,Yelahanka,Scheduled Tribes,17,1,1,No data,,
North,ಉತ್ತರ,2,Yelahanka,ಯಲಹಂಕ,150,150 - Yelahanka,7,7 - Attur,ಅಟ್ಟುರು,26922,13982,12940,2897,1435,1461,663,338,324,11,RO- Yelahanka,28,ARO- Attur,Zone2,Yelahanka,"Backward Class ""A"" (Women)",0,1,1,No data,,
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,8,8 - Singapura,ಸಿಂಗಾಪುರ,24794,12624,12170,2680,1318,1363,585,293,292,1,RO- Bytarayanapura,3,ARO- Vidyaranyapura,Zone1,Byatarayanapura,General (Women),4,2,2,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,9,9 - Kuvempunagara,ಕುವೆಂಪುನಗರ,25815,13091,12723,9151,4561,4589,748,361,387,1,RO- Bytarayanapura,3,ARO- Vidyaranyapura,Zone1,Byatarayanapura,Scheduled Caste,0,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,10,10 - Vidyaranyapura,ವಿದ್ಯಾರಣ್ಯಪುರ,24887,12633,12254,1818,935,883,337,178,158,1,RO- Bytarayanapura,3,ARO- Vidyaranyapura,Zone1,Byatarayanapura,General (Women),7,3,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,11,11 - Doddabommasandra,ದೊಡ್ಡಬೊಮ್ಮಸಂದ್ರ,25941,13423,12518,3007,1545,1462,473,259,214,1,RO- Bytarayanapura,2,ARO- Kodigehalli,Zone1,Byatarayanapura,General (Women),0,3,3,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,12,12 - Thindlu,ತಿಂಡ್ಲು,24289,12524,11765,2074,1065,1008,735,374,360,1,RO- Bytarayanapura,2,ARO- Kodigehalli,Zone1,Byatarayanapura,"Backward Class ""B""",0,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,13,13 - Kodigehalli,ಕೊಡಿಗೆಹಳ್ಳಿ,28244,14946,13298,3414,1733,1681,649,351,297,1,RO- Bytarayanapura,2,ARO- Kodigehalli,Zone1,Byatarayanapura,General,1,3,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,14,14 - Rajiv Gandhi Nagar,ರಾಜೀವ್ ಗಾಂಧಿ ನಗರ,20148,10579,9569,2101,1086,1015,751,373,378,1,RO- Bytarayanapura,1,ARO- Bytarayanapura,Zone1,Byatarayanapura,General,5,2,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,15,15 - Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,28870,14792,14079,1719,907,813,961,506,456,1,RO- Bytarayanapura,1,ARO- Bytarayanapura,Zone1,Byatarayanapura,"Backward Class ""A""",6,5,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,16,16 - Amruthahalli,ಅಮೃತಹಳ್ಳಿ,21732,11520,10213,2296,1168,1128,967,513,454,2,RO- Thanisandra,4,ARO- Jakkur,Zone1,Byatarayanapura,"Backward Class ""A""",0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,17,17 - Jakkur,ಜಕ್ಕೂರು,28519,14972,13547,3437,1712,1725,797,456,341,2,RO- Thanisandra,4,ARO- Jakkur,Zone1,Byatarayanapura,General (Women),2,0,2,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,18,18 - Kempapura,ಕೆಂಪಾಪುರ,28936,15396,13540,2346,1197,1149,554,290,264,2,RO- Thanisandra,6,ARO- Thanisandra,Zone1,Byatarayanapura,General (Women),1,4,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,19,19 - Thanisandra,ಥಣಿಸಂದ್ರ,28159,14879,13281,1770,905,866,816,419,397,2,RO- Thanisandra,6,ARO- Thanisandra,Zone1,Byatarayanapura,"Backward Class ""A""",0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,20,20 - Sampigehalli,ಸಂಪಿಗೆಹಳ್ಳಿ,28461,14733,13727,3329,1658,1672,375,180,195,2,RO- Thanisandra,5,ARO- Kogilu,Zone1,Byatarayanapura,General,0,3,5,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,152,152 - Byatarayanapura,21,21 - Kogilu,ಕೋಗಿಲು,28728,15084,13643,3656,1846,1811,609,310,299,2,RO- Thanisandra,5,ARO- Kogilu,Zone1,Byatarayanapura,"Backward Class ""A"" (Women)",0,8,4,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,22,22 - Nagavara,ನಾಗವಾರ,20153,10354,9799,2005,1021,984,451,231,220,9,RO- HBR Layout,22,ARO- HBR Layout,Zone1,Byatarayanapura,General,0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,23,23 - Hennur,ಹೆಣ್ಣೂರು,21706,11282,10424,3064,1575,1489,486,263,223,9,RO- HBR Layout,22,ARO- HBR Layout,Zone1,Byatarayanapura,General,0,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,24,24 - HBR Layout,ಎಚ್.ಬಿ.ಆರ್. ಲೇಔಟ್,20380,10367,10013,2575,1306,1269,329,162,167,9,RO- HBR Layout,22,ARO- HBR Layout,Zone1,Byatarayanapura,"Backward Class ""A""",4,0,2,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,25,25 - Govindapura,ಗೋವಿಂದಪುರ,21432,10935,10497,1452,729,723,124,64,60,9,RO- HBR Layout,23,ARO- K.G Halli,Zone1,Byatarayanapura,General,0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,26,26 - Samadhana Nagar,ಸಮಾಧಾನ ನಗರ,20684,10591,10093,3130,1550,1581,477,235,242,9,RO- HBR Layout,23,ARO- K.G Halli,Zone1,Byatarayanapura,General (Women),0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,27,27 - K.G.Halli,ಕೆ.ಜಿ.ಹಳ್ಳಿ,28238,14456,13982,2584,1284,1301,832,439,393,9,RO- HBR Layout,23,ARO- K.G Halli,Zone1,Byatarayanapura,General (Women),0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,28,28 - Venkateshpuram,ವೆಂಕಟೇಶಪುರಂ,22028,11040,10989,3562,1750,1812,328,163,165,9,RO- HBR Layout,24,ARO- Kacharakanahalli,Zone1,Byatarayanapura,General,2,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,29,29 - Lingarajpura,ಲಿಂಗರಾಜಪುರ,26438,13202,13236,3077,1521,1556,785,410,375,9,RO- HBR Layout,24,ARO- Kacharakanahalli,Zone1,Byatarayanapura,"Backward Class ""B""",0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,30,30 - Kacharakanahalli,ಕಾಚರಕನಹಳ್ಳಿ,21873,11041,10831,1794,919,875,348,172,176,9,RO- HBR Layout,24,ARO- Kacharakanahalli,Zone1,Byatarayanapura,General (Women),4,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,31,31 - Kalyan Nagar,ಕಲ್ಯಾಣ ನಗರ,23746,11942,11804,2783,1441,1342,352,173,179,10,RO- Maruthi Sevanagar,25,ARO- Banaswadi,Zone1,Byatarayanapura,General (Women),3,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,32,32 - Banaswadi,ಬಾಣಸವಾಡಿ,25077,12718,12360,2870,1457,1414,525,276,249,10,RO- Maruthi Sevanagar,25,ARO- Banaswadi,Zone1,Byatarayanapura,"Backward Class ""A""",3,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,33,33 - HRBR Layout,ಹೆಚ್‌ಆರ್‌ಬಿಆರ್ ಲೇಔಟ್,24637,12403,12234,2629,1373,1256,181,90,91,10,RO- Maruthi Sevanagar,25,ARO- Banaswadi,Zone1,Byatarayanapura,"Backward Class ""B"" (Women)",1,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,34,34 - Subbayanapalya,ಸುಬ್ಬಯ್ಯನಪಾಳ್ಯ,22175,11310,10865,2843,1457,1387,469,238,232,10,RO- Maruthi Sevanagar,26,ARO- Kammanahalli,Zone1,Byatarayanapura,General (Women),0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,35,35 - Kammanahalli,ಕಮ್ಮನಹಳ್ಳಿ,26646,13448,13198,7031,3552,3479,929,485,444,10,RO- Maruthi Sevanagar,26,ARO- Kammanahalli,Zone1,Byatarayanapura,Scheduled Caste (Women),0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,36,36 - Maruthi Seva Nagara,ಮಾರುತಿ ಸೇವಾ ನಗರ,24347,11743,12604,2272,1106,1166,435,205,230,10,RO- Maruthi Sevanagar,27,ARO- Maruthi Sevanagar,Zone1,Byatarayanapura,General,3,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
North,ಉತ್ತರ,2,Sarvagnanagar,ಸರ್ವಜ್ಞನಗರ,160,160 - Sarvagnanagar,37,37 - Jeevanahalli,ಜೀವನಹಳ್ಳಿ,28142,14160,13982,9144,4616,4528,286,152,134,10,RO- Maruthi Sevanagar,27,ARO- Maruthi Sevanagar,Zone1,Byatarayanapura,Scheduled Caste (Women),2,0,1,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,38,38 - Shampura,ಶಾಂಪುರ,21846,11091,10755,2730,1373,1357,309,161,148,6,RO- Kavalbyrasandra,15,ARO- Kavalbyrasandra,Zone1,Byatarayanapura,General (Women),3,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,39,39 - Kaval Byrasandra,ಕಾವಲ್ ಬೈರಸಂದ್ರ,21965,11183,10781,2529,1280,1250,362,176,186,6,RO- Kavalbyrasandra,15,ARO- Kavalbyrasandra,Zone1,Byatarayanapura,General (Women),0,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,40,40 - Shakthi Nagar,ಶಕ್ತಿ ನಗರ,20035,10172,9863,2504,1280,1223,65,28,37,7,RO- Pulikeshinagar,17,ARO - Kushal Nagar,Zone1,Byatarayanapura,"Backward Class ""A"" (Women)",0,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,41,41 - Periyar Nagar,ಪೆರಿಯಾರ್ ನಗರ,19963,9999,9664,3541,1793,1748,79,40,38,7,RO- Pulikeshinagar,17,ARO - Kushal Nagar,Zone1,Byatarayanapura,"Backward Class ""A"" (Women)",0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,42,42 - Aruna Asif Ali Ward,ಅರುಣಾ ಆಸಿಫ್ ಅಲಿ ವಾರ್ಡ್,29461,15018,14593,6281,3141,3141,484,250,234,6,RO- Kavalbyrasandra,16,ARO- Varalakshmi Nagar,Zone1,Byatarayanapura,Scheduled Caste (Women),0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,43,43 - Varalakshmi Nagar,ವರಲಕ್ಷ್ಮಿ ನಗರ,26578,13527,13052,2711,1363,1348,237,116,121,6,RO- Kavalbyrasandra,16,ARO- Varalakshmi Nagar,Zone1,Byatarayanapura,General (Women),1,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,44,44 - Doddanna Nagar,ದೊಡ್ಡಣ್ಣ ನಗರ,29566,15106,14609,6938,3526,3413,429,219,210,7,RO- Pulikeshinagar,19,ARO- Sagayapuram,Zone1,Byatarayanapura,Scheduled Caste,0,1,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,45,45 - Kushal Nagar,ಕುಶಾಲ್ ನಗರ,19954,10106,9788,2913,1446,1467,569,295,274,7,RO- Pulikeshinagar,17,ARO - Kushal Nagar,Zone1,Byatarayanapura,"Backward Class ""A""",0,2,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,46,46 - Sagayapuram,ಸಗಾಯಪುರಂ,28588,14196,14452,8522,4182,4340,295,140,154,7,RO- Pulikeshinagar,19,ARO- Sagayapuram,Zone1,Byatarayanapura,Scheduled Caste,2,3,0,Road Maintenance(Engg),Electrical,Solid Waste (Garbage) Related
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,47,47 - Pulakeshi Nagar,ಪುಲಕೇಶಿ ನಗರ,21148,10628,10520,1328,673,655,325,164,161,7,RO- Pulikeshinagar,18,ARO- Pulikeshinagar,Zone1,Byatarayanapura,"Backward Class ""A""",3,6,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Pulakeshinagar,ಪುಲಕೇಶಿನಗರ,159,159 - Pulakeshinagar,48,48 - S.K Garden,ಎಸ್.ಕೆ. ಗಾರ್ಡನ್,20102,9978,10124,3287,1620,1667,268,134,134,7,RO- Pulikeshinagar,18,ARO- Pulikeshinagar,Zone1,Byatarayanapura,"Backward Class ""A""",4,3,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,49,49 - Jaya Chamarajendra Nagara,ಜಯ ಚಾಮರಾಜೇಂದ್ರ ನಗರ,25953,13141,12811,2285,1164,1121,247,124,123,5,RO- R.T Nagar,13,ARO- R.T Nagar,Zone2,Yelahanka,General,3,6,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,50,50 - Dinnur,ದಿಣ್ಣೂರು,27395,14274,13111,1690,867,823,357,181,177,5,RO- R.T Nagar,13,ARO- R.T Nagar,Zone2,Yelahanka,General,3,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,51,51 - Manorayanapalya,ಮನೋರಾಯನಪಾಳ್ಯ,23684,12157,11528,1993,1035,959,243,130,113,5,RO- R.T Nagar,14,ARO- Vishwanatha Nagenahalli,Zone2,Yelahanka,General (Women),0,0,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,52,52 - Vishwanatha Nagenahalli,ವಿಶ್ವನಾಥ ನಾಗೇನಹಳ್ಳಿ,28859,15256,13603,2224,1115,1109,431,219,212,5,RO- R.T Nagar,14,ARO- Vishwanatha Nagenahalli,Zone2,Yelahanka,General,0,0,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,53,53 - R.T Nagar,ಆರ್.ಟಿ ನಗರ,29905,15442,14473,787,402,385,274,144,130,5,RO- R.T Nagar,13,ARO- R.T Nagar,Zone2,Yelahanka,General,0,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,54,54 - Gangenahalli,ಗಂಗೇನಹಳ್ಳಿ,24120,12299,11821,2926,1476,1450,328,163,165,5,RO- R.T Nagar,12,ARO- Ganganagar,Zone2,Yelahanka,"Backward Class ""A"" (Women)",0,2,0,Electrical,Solid Waste (Garbage) Related,Forest
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,55,55 - Ganganagar,ಗಂಗಾನಗರ,25186,12939,12247,2088,1033,1055,306,172,134,5,RO- R.T Nagar,12,ARO- Ganganagar,Zone2,Yelahanka,"Backward Class ""A"" (Women)",3,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,56,56 - Hebbal,ಹೆಬ್ಬಾಳ,27422,14044,13378,5278,2689,2588,800,405,395,4,RO- Hebbal,10,ARO- Hebbal,Zone2,Yelahanka,Scheduled Caste,0,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,57,57 - Bhoopasandra,ಭೂಪಸಂದ್ರ,25193,13039,12154,1610,816,794,385,195,191,4,RO- Hebbal,10,ARO- Hebbal,Zone2,Yelahanka,General (Women),9,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,58,58 - Nagashettyhalli,ನಾಗಶೆಟ್ಟಿಹಳ್ಳಿ,23289,11861,11429,1643,821,821,412,224,187,4,RO- Hebbal,11,ARO- Nagashettyhalli,Zone2,Yelahanka,General,0,3,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Hebbal,ಹೆಬ್ಬಾಳ,158,158 - Hebbal,59,59 - Geddalahalli,ಗೆದ್ದಲಹಳ್ಳಿ,23331,12021,11309,2833,1466,1367,533,273,260,4,RO- Hebbal,11,ARO- Nagashettyhalli,Zone2,Yelahanka,"Backward Class ""A""",8,7,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Rajarajeshwarinagar,ರಾಜರಾಜೇಶ್ವರಿನಗರ,154,154 - Rajarajeshwarinagar,60,60 - Jalahalli,ಜಾಲಹಳ್ಳಿ,23400,11902,11498,7043,3489,3554,1129,577,553,8,RO- Jalahalli,20,ARO- Jalahalli,Zone2,Yelahanka,Scheduled Tribes (Women),0,1,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Rajarajeshwarinagar,ರಾಜರಾಜೇಶ್ವರಿನಗರ,154,154 - Rajarajeshwarinagar,61,61 - HMT Ward,ಎಚ್ಎಮ್.ಟಿ ವಾರ್ಡ್,29538,15214,14325,3773,1932,1841,995,506,489,8,RO- Jalahalli,20,ARO- Jalahalli,Zone2,Yelahanka,General (Women),3,3,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Rajarajeshwarinagar,ರಾಜರಾಜೇಶ್ವರಿನಗರ,154,154 - Rajarajeshwarinagar,62,62 - Brundavana Nagara,ಬೃಂದಾವನ ನಗರ,28749,14953,13796,1662,849,813,434,225,209,8,RO- Jalahalli,21,ARO- Yeshwanthpura,Zone2,Yelahanka,General,2,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Rajarajeshwarinagar,ರಾಜರಾಜೇಶ್ವರಿನಗರ,154,154 - Rajarajeshwarinagar,63,63 - J.P PARK,ಜೆಪಿ ಪಾರ್ಕ್,22172,11393,10779,3139,1591,1547,390,208,183,8,RO- Jalahalli,21,ARO- Yeshwanthpura,Zone2,Yelahanka,General,3,1,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Rajarajeshwarinagar,ರಾಜರಾಜೇಶ್ವರಿನಗರ,154,154 - Rajarajeshwarinagar,64,64 - Yeshwanthpura,ಯಶವಂತಪುರ,20236,10311,9925,1705,854,852,307,153,154,8,RO- Jalahalli,21,ARO- Yeshwanthpura,Zone2,Yelahanka,"Backward Class ""A"" (Women)",2,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Dasarahalli,ದಾಸರಹಳ್ಳಿ,155,155 - Dasarahalli,65,65 - Abbigere,ಅಬ್ಬಿಗೆರೆ,21241,9098,8247,2183,1118,1065,577,304,273,3,RO- Dasarahalli,9,ARO- Shetty Halli,Zone2,Yelahanka,General,3,0,2,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Dasarahalli,ದಾಸರಹಳ್ಳಿ,155,155 - Dasarahalli,66,66 - Kammagondanahalli,ಕಮ್ಮಗೊಂಡನಹಳ್ಳಿ,20542,10868,9674,3515,1807,1708,498,259,240,3,RO- Dasarahalli,9,ARO- Shetty Halli,Zone2,Yelahanka,General,3,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
North,ಉತ್ತರ,2,Dasarahalli,ದಾಸರಹಳ್ಳಿ,155,155 - Dasarahalli,67,67 - Shettihalli,ಶೆಟ್ಟಿಹಳ್ಳಿ,23313,12157,11156,4650,2349,2301,546,278,269,3,RO- Dasarahalli,9,ARO- Shetty Halli,Zone2,Yelahanka,Scheduled Caste (Women),0,1,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
